"Watershed","Year","WY","Month","Day","NO3_ueq_L","SO4_ueq_L","dates"
"WB",1989,1989,4,27,21.4,106,1989-04-27
"EB",1989,1989,4,28,23.5,100,1989-04-28
"WB",1989,1989,4,28,22.9,109,1989-04-28
"EB",1989,1989,4,29,23.7,106,1989-04-29
"WB",1989,1989,4,29,22,107,1989-04-29
"EB",1989,1989,4,30,21.1,103,1989-04-30
"EB",1989,1989,5,1,21.3,105,1989-05-01
"EB",1989,1989,5,2,20.1,102,1989-05-02
"WB",1989,1989,5,2,23.6,109,1989-05-02
"WB",1989,1989,5,2,23.3,109,1989-05-02
"EB",1989,1989,5,2,22.1,105,1989-05-02
"EB",1989,1989,5,2,22,106,1989-05-02
"WB",1989,1989,5,2,22.7,109,1989-05-02
"WB",1989,1989,5,2,30.9,112,1989-05-02
"WB",1989,1989,5,2,33.3,114,1989-05-02
"EB",1989,1989,5,2,26.7,102,1989-05-02
"WB",1989,1989,5,3,34.8,113,1989-05-03
"EB",1989,1989,5,3,30,101,1989-05-03
"WB",1989,1989,5,3,34.3,111,1989-05-03
"WB",1989,1989,5,3,34.2,111,1989-05-03
"EB",1989,1989,5,3,32.2,102,1989-05-03
"WB",1989,1989,5,3,34.4,111,1989-05-03
"EB",1989,1989,5,3,33,102,1989-05-03
"EB",1989,1989,5,3,33.1,101,1989-05-03
"EB",1989,1989,5,4,31,103,1989-05-04
"WB",1989,1989,5,4,32.3,109,1989-05-04
"EB",1989,1989,5,5,27.9,104,1989-05-05
"WB",1989,1989,5,5,28.7,108,1989-05-05
"EB",1989,1989,5,6,25.7,104,1989-05-06
"WB",1989,1989,5,6,26.5,107,1989-05-06
"WB",1989,1989,5,6,29.1,109,1989-05-06
"WB",1989,1989,5,6,35.5,111,1989-05-06
"WB",1989,1989,5,6,36.6,116,1989-05-06
"WB",1989,1989,5,6,37.9,114,1989-05-06
"WB",1989,1989,5,7,37.3,112,1989-05-07
"WB",1989,1989,5,8,33.7,111,1989-05-08
"EB",1989,1989,5,8,30.2,103,1989-05-08
"EB",1989,1989,5,9,26.8,103,1989-05-09
"WB",1989,1989,5,9,30,109,1989-05-09
"EB",1989,1989,5,9,27.2,103,1989-05-09
"EB",1989,1989,5,9,27.4,103,1989-05-09
"WB",1989,1989,5,9,30.7,109,1989-05-09
"EB",1989,1989,5,9,24.7,104,1989-05-09
"WB",1989,1989,5,9,28.3,109,1989-05-09
"EB",1989,1989,5,10,23.9,104,1989-05-10
"WB",1989,1989,5,10,26.2,109,1989-05-10
"EB",1989,1989,5,11,21.3,99,1989-05-11
"WB",1989,1989,5,11,25.5,106,1989-05-11
"EB",1989,1989,5,12,28.2,94,1989-05-12
"WB",1989,1989,5,12,28.3,106,1989-05-12
"WB",1989,1989,5,13,26.3,107,1989-05-13
"WB",1989,1989,5,14,25.3,107,1989-05-14
"EB",1989,1989,5,16,17.1,104,1989-05-16
"EB",1989,1989,5,16,17,103,1989-05-16
"WB",1989,1989,5,16,20.8,108,1989-05-16
"WB",1989,1989,5,16,21.5,110,1989-05-16
"EB",1989,1989,5,17,15.6,107,1989-05-17
"WB",1989,1989,5,17,19,107,1989-05-17
"EB",1989,1989,5,18,13.1,108,1989-05-18
"WB",1989,1989,5,18,17.4,108,1989-05-18
"WB",1989,1989,5,19,15.2,107,1989-05-19
"WB",1989,1989,5,20,13.6,107,1989-05-20
"WB",1989,1989,5,21,12.4,107,1989-05-21
"EB",1989,1989,5,22,7.1,111,1989-05-22
"WB",1989,1989,5,22,11.3,106,1989-05-22
"EB",1989,1989,5,23,6.1,111,1989-05-23
"WB",1989,1989,5,23,10.3,107,1989-05-23
"EB",1989,1989,5,23,6,111,1989-05-23
"WB",1989,1989,5,23,10,106,1989-05-23
"EB",1989,1989,5,24,5.3,107,1989-05-24
"WB",1989,1989,5,24,8.8,104,1989-05-24
"EB",1989,1989,5,25,5.2,110,1989-05-25
"WB",1989,1989,5,25,8.4,105,1989-05-25
"WB",1989,1989,5,30,7.3,110,1989-05-30
"WB",1989,1989,5,30,7.4,110,1989-05-30
"EB",1989,1989,5,30,4.5,111,1989-05-30
"EB",1989,1989,5,30,4.4,113,1989-05-30
"WB",1989,1989,6,6,4.9,110,1989-06-06
"EB",1989,1989,6,6,2.4,111,1989-06-06
"EB",1989,1989,6,13,4.2,110,1989-06-13
"WB",1989,1989,6,13,7,111,1989-06-13
"WB",1989,1989,6,13,6.8,117,1989-06-13
"EB",1989,1989,6,20,2.1,111,1989-06-20
"EB",1989,1989,6,20,1.8,112,1989-06-20
"WB",1989,1989,6,20,3.9,113,1989-06-20
"EB",1989,1989,6,27,0.8,113,1989-06-27
"WB",1989,1989,6,27,1.8,109,1989-06-27
"WB",1989,1989,6,27,1.7,110,1989-06-27
"WB",1989,1989,7,4,1,108,1989-07-04
"WB",1989,1989,7,4,0.9,108,1989-07-04
"EB",1989,1989,7,4,1.9,117,1989-07-04
"EB",1989,1989,7,4,2.3,115,1989-07-04
"WB",1989,1989,7,11,1,108,1989-07-11
"WB",1989,1989,7,11,0.9,109,1989-07-11
"WB",1989,1989,7,18,0.8,104,1989-07-18
"WB",1989,1989,7,18,1.3,104,1989-07-18
"WB",1989,1989,7,25,1.4,105,1989-07-25
"WB",1989,1989,7,25,1.3,105,1989-07-25
"WB",1989,1989,8,8,0.9,113,1989-08-08
"WB",1989,1989,8,8,0.9,111,1989-08-08
"WB",1989,1989,8,15,0.6,110,1989-08-15
"WB",1989,1989,8,15,0.7,109,1989-08-15
"EB",1989,1989,8,15,1.3,121,1989-08-15
"EB",1989,1989,8,15,1.3,123,1989-08-15
"WB",1989,1989,8,22,1.4,103,1989-08-22
"WB",1989,1989,8,22,1,103,1989-08-22
"WB",1989,1989,9,26,0.05,109,1989-09-26
"WB",1989,1989,9,26,0.05,108,1989-09-26
"WB",1989,1990,10,3,0.05,111,1989-10-03
"WB",1989,1990,10,3,0.05,111,1989-10-03
"EB",1989,1990,10,3,0.05,119,1989-10-03
"WB",1989,1990,10,10,0.05,112,1989-10-10
"WB",1989,1990,10,10,0.05,112,1989-10-10
"EB",1989,1990,10,10,1.2,123,1989-10-10
"EB",1989,1990,10,17,0.05,126,1989-10-17
"EB",1989,1990,10,17,0.05,125,1989-10-17
"WB",1989,1990,10,17,0.05,118,1989-10-17
"WB",1989,1990,10,17,0.05,118,1989-10-17
"WB",1989,1990,10,24,0.05,117,1989-10-24
"EB",1989,1990,10,24,0.05,118,1989-10-24
"WB",1989,1990,10,31,0.05,116,1989-10-31
"WB",1989,1990,10,31,0.05,116,1989-10-31
"EB",1989,1990,10,31,0.05,121,1989-10-31
"WB",1989,1990,11,1,2.9,108,1989-11-01
"EB",1989,1990,11,1,4.3,112,1989-11-01
"EB",1989,1990,11,1,5.6,107,1989-11-01
"WB",1989,1990,11,1,9.2,108,1989-11-01
"EB",1989,1990,11,1,9.6,112,1989-11-01
"WB",1989,1990,11,1,9.8,112,1989-11-01
"EB",1989,1990,11,1,4.7,111,1989-11-01
"WB",1989,1990,11,1,6.2,116,1989-11-01
"EB",1989,1990,11,2,1.8,112,1989-11-02
"WB",1989,1990,11,2,1.9,116,1989-11-02
"WB",1989,1990,11,7,3,114,1989-11-07
"WB",1989,1990,11,7,3.8,114,1989-11-07
"EB",1989,1990,11,7,1.6,111,1989-11-07
"WB",1989,1990,11,9,4.6,114,1989-11-09
"EB",1989,1990,11,9,2.1,111,1989-11-09
"WB",1989,1990,11,9,5.5,113,1989-11-09
"WB",1989,1990,11,9,5,116,1989-11-09
"EB",1989,1990,11,9,3.1,108,1989-11-09
"WB",1989,1990,11,10,5.1,117,1989-11-10
"EB",1989,1990,11,10,3.1,109,1989-11-10
"WB",1989,1990,11,10,4.4,117,1989-11-10
"EB",1989,1990,11,10,3,110,1989-11-10
"EB",1989,1990,11,10,2.3,110,1989-11-10
"WB",1989,1990,11,10,3.6,117,1989-11-10
"EB",1989,1990,11,10,2.8,110,1989-11-10
"WB",1989,1990,11,14,4.5,113,1989-11-14
"WB",1989,1990,11,14,4.9,115,1989-11-14
"WB",1989,1990,11,14,5.5,121,1989-11-14
"WB",1989,1990,11,14,4.9,124,1989-11-14
"WB",1989,1990,11,14,5.7,124,1989-11-14
"EB",1989,1990,11,14,2.6,112,1989-11-14
"WB",1989,1990,11,14,5.7,121,1989-11-14
"WB",1989,1990,11,14,6,123,1989-11-14
"WB",1989,1990,11,14,6.4,121,1989-11-14
"WB",1989,1990,11,14,6.6,121,1989-11-14
"WB",1989,1990,11,14,6.7,120,1989-11-14
"WB",1989,1990,11,14,7.3,120,1989-11-14
"WB",1989,1990,11,14,7.3,120,1989-11-14
"EB",1989,1990,11,15,3,112,1989-11-15
"WB",1989,1990,11,15,11,141,1989-11-15
"EB",1989,1990,11,16,NA,116,1989-11-16
"WB",1989,1990,11,16,13.8,131,1989-11-16
"EB",1989,1990,11,16,3.3,112,1989-11-16
"WB",1989,1990,11,16,19.5,130,1989-11-16
"EB",1989,1990,11,16,3.1,110,1989-11-16
"WB",1989,1990,11,16,12.6,136,1989-11-16
"EB",1989,1990,11,16,3.5,107,1989-11-16
"WB",1989,1990,11,16,12.9,145,1989-11-16
"EB",1989,1990,11,17,4.2,107,1989-11-17
"WB",1989,1990,11,17,15.3,141,1989-11-17
"EB",1989,1990,11,17,4.6,107,1989-11-17
"WB",1989,1990,11,17,14.2,147,1989-11-17
"EB",1989,1990,11,22,3.3,106,1989-11-22
"EB",1989,1990,11,22,3.6,107,1989-11-22
"WB",1989,1990,11,22,8.7,118,1989-11-22
"WB",1989,1990,11,22,10.1,118,1989-11-22
"EB",1989,1990,11,29,8.4,108,1989-11-29
"WB",1989,1990,11,29,11.9,118,1989-11-29
"WB",1989,1990,11,29,12.2,119,1989-11-29
"EB",1989,1990,12,6,7.3,108,1989-12-06
"EB",1989,1990,12,6,6.8,106,1989-12-06
"WB",1989,1990,12,6,10,114,1989-12-06
"WB",1989,1990,12,6,9.9,115,1989-12-06
"EB",1989,1990,12,12,8.8,111,1989-12-12
"EB",1989,1990,12,12,8.9,109,1989-12-12
"WB",1989,1990,12,12,11.8,112,1989-12-12
"WB",1989,1990,12,12,11.2,113,1989-12-12
"WB",1989,1990,12,19,11.2,109,1989-12-19
"WB",1989,1990,12,19,11.9,110,1989-12-19
"EB",1989,1990,12,19,9.2,111,1989-12-19
"EB",1989,1990,12,27,9.5,111,1989-12-27
"WB",1989,1990,12,27,10.4,104,1989-12-27
"WB",1989,1990,12,27,10.2,106,1989-12-27
"WB",1990,1990,1,2,18.2,109,1990-01-02
"EB",1990,1990,1,2,18.9,108,1990-01-02
"EB",1990,1990,1,2,19.3,108,1990-01-02
"WB",1990,1990,1,9,15.3,114,1990-01-09
"EB",1990,1990,1,9,14,111,1990-01-09
"WB",1990,1990,1,9,17.9,114,1990-01-09
"WB",1990,1990,1,16,17.4,112,1990-01-16
"WB",1990,1990,1,16,16.1,110,1990-01-16
"EB",1990,1990,1,16,16.6,112,1990-01-16
"EB",1990,1990,1,16,16.3,110,1990-01-16
"EB",1990,1990,1,23,32,108,1990-01-23
"WB",1990,1990,1,23,21.1,110,1990-01-23
"EB",1990,1990,1,23,21.1,107,1990-01-23
"WB",1990,1990,1,23,21.3,113,1990-01-23
"EB",1990,1990,1,26,29.9,104,1990-01-26
"WB",1990,1990,1,26,25.5,112,1990-01-26
"EB",1990,1990,1,26,32.2,104,1990-01-26
"WB",1990,1990,1,26,34.3,120,1990-01-26
"EB",1990,1990,1,26,34.8,102,1990-01-26
"WB",1990,1990,1,26,46,136,1990-01-26
"EB",1990,1990,1,26,33.5,101,1990-01-26
"WB",1990,1990,1,26,47.7,137,1990-01-26
"EB",1990,1990,1,26,34.3,102,1990-01-26
"WB",1990,1990,1,26,48.4,137,1990-01-26
"EB",1990,1990,1,26,33.2,102,1990-01-26
"WB",1990,1990,1,26,48.1,135,1990-01-26
"EB",1990,1990,1,27,32.6,105,1990-01-27
"WB",1990,1990,1,27,47,135,1990-01-27
"EB",1990,1990,1,27,33.2,105,1990-01-27
"WB",1990,1990,1,27,44.5,131,1990-01-27
"EB",1990,1990,1,27,30.7,104,1990-01-27
"WB",1990,1990,1,27,37.2,126,1990-01-27
"WB",1990,1990,1,31,27.1,117,1990-01-31
"EB",1990,1990,1,31,24.3,106,1990-01-31
"EB",1990,1990,1,31,23.6,105,1990-01-31
"WB",1990,1990,1,31,27.1,114,1990-01-31
"WB",1990,1990,2,6,22.9,113,1990-02-06
"EB",1990,1990,2,6,18.8,110,1990-02-06
"EB",1990,1990,2,6,18.2,109,1990-02-06
"WB",1990,1990,2,6,23.2,115,1990-02-06
"EB",1990,1990,2,10,29.5,104,1990-02-10
"WB",1990,1990,2,10,28.3,112,1990-02-10
"EB",1990,1990,2,10,30.7,102,1990-02-10
"WB",1990,1990,2,10,30.9,115,1990-02-10
"EB",1990,1990,2,11,28.1,104,1990-02-11
"WB",1990,1990,2,11,30.3,122,1990-02-11
"WB",1990,1990,2,13,25.6,116,1990-02-13
"EB",1990,1990,2,13,23.7,102,1990-02-13
"EB",1990,1990,2,13,23.4,106,1990-02-13
"WB",1990,1990,2,20,20.1,111,1990-02-20
"EB",1990,1990,2,20,15.9,104,1990-02-20
"EB",1990,1990,2,20,14.8,106,1990-02-20
"EB",1990,1990,2,21,17.3,111,1990-02-21
"WB",1990,1990,2,21,21.7,117,1990-02-21
"WB",1990,1990,2,22,21.3,113,1990-02-22
"EB",1990,1990,2,23,23.4,101,1990-02-23
"WB",1990,1990,2,23,25.9,112,1990-02-23
"EB",1990,1990,2,23,23.8,101,1990-02-23
"EB",1990,1990,2,23,24.9,103,1990-02-23
"EB",1990,1990,2,23,26.5,103,1990-02-23
"WB",1990,1990,2,23,29.1,115,1990-02-23
"EB",1990,1990,2,23,26.8,105,1990-02-23
"EB",1990,1990,2,23,26.7,105,1990-02-23
"EB",1990,1990,2,23,27.1,106,1990-02-23
"WB",1990,1990,2,23,30.6,121,1990-02-23
"WB",1990,1990,2,25,28.7,121,1990-02-25
"WB",1990,1990,2,26,26.7,120,1990-02-26
"WB",1990,1990,2,27,25.2,115,1990-02-27
"EB",1990,1990,2,27,20.6,108,1990-02-27
"WB",1990,1990,2,27,24.7,118,1990-02-27
"WB",1990,1990,2,27,24.9,117,1990-02-27
"WB",1990,1990,3,6,21.7,115,1990-03-06
"EB",1990,1990,3,6,17.9,114,1990-03-06
"EB",1990,1990,3,6,NA,112,1990-03-06
"EB",1990,1990,3,11,15.5,111,1990-03-11
"WB",1990,1990,3,11,15.3,111,1990-03-11
"WB",1990,1990,3,13,26,111,1990-03-13
"EB",1990,1990,3,13,18.4,107,1990-03-13
"EB",1990,1990,3,13,18.8,108,1990-03-13
"WB",1990,1990,3,13,20.9,111,1990-03-13
"EB",1990,1990,3,14,17.8,109,1990-03-14
"WB",1990,1990,3,14,21.8,115,1990-03-14
"EB",1990,1990,3,15,21.2,110,1990-03-15
"WB",1990,1990,3,15,22.7,115,1990-03-15
"EB",1990,1990,3,17,22.5,107,1990-03-17
"WB",1990,1990,3,17,29.6,117,1990-03-17
"EB",1990,1990,3,17,23.9,105,1990-03-17
"WB",1990,1990,3,17,34.8,125,1990-03-17
"EB",1990,1990,3,17,25.6,102,1990-03-17
"WB",1990,1990,3,17,41.3,130,1990-03-17
"EB",1990,1990,3,17,29.1,103,1990-03-17
"WB",1990,1990,3,17,43,131,1990-03-17
"EB",1990,1990,3,18,28.6,102,1990-03-18
"WB",1990,1990,3,18,42.2,133,1990-03-18
"EB",1990,1990,3,18,28.9,102,1990-03-18
"WB",1990,1990,3,18,41.4,132,1990-03-18
"EB",1990,1990,3,19,26,106,1990-03-19
"WB",1990,1990,3,19,36.6,140,1990-03-19
"WB",1990,1990,3,20,34.4,126,1990-03-20
"EB",1990,1990,3,20,25.2,105,1990-03-20
"EB",1990,1990,3,20,25,105,1990-03-20
"EB",1990,1990,3,20,24.7,106,1990-03-20
"WB",1990,1990,3,20,32.9,128,1990-03-20
"EB",1990,1990,3,20,22,102,1990-03-20
"WB",1990,1990,3,20,31.9,120,1990-03-20
"EB",1990,1990,3,21,21.4,103,1990-03-21
"WB",1990,1990,3,21,33.8,126,1990-03-21
"EB",1990,1990,3,22,22,105,1990-03-22
"WB",1990,1990,3,22,28.9,125,1990-03-22
"EB",1990,1990,3,23,21,103,1990-03-23
"WB",1990,1990,3,23,33.4,128,1990-03-23
"EB",1990,1990,3,23,21.6,104,1990-03-23
"WB",1990,1990,3,23,35,130,1990-03-23
"EB",1990,1990,3,23,21.2,104,1990-03-23
"WB",1990,1990,3,23,33.6,130,1990-03-23
"EB",1990,1990,3,23,21.6,104,1990-03-23
"WB",1990,1990,3,23,32.6,128,1990-03-23
"WB",1990,1990,3,27,28.1,124,1990-03-27
"EB",1990,1990,3,27,18.7,108,1990-03-27
"WB",1990,1990,3,27,28.2,127,1990-03-27
"EB",1990,1990,3,31,16.6,107,1990-03-31
"WB",1990,1990,3,31,21,116,1990-03-31
"WB",1990,1990,4,3,22.2,115,1990-04-03
"WB",1990,1990,4,3,23.2,117,1990-04-03
"EB",1990,1990,4,3,14.4,107,1990-04-03
"EB",1990,1990,4,4,16.1,102,1990-04-04
"WB",1990,1990,4,4,31.9,122,1990-04-04
"EB",1990,1990,4,4,18.6,101,1990-04-04
"WB",1990,1990,4,4,32.4,123,1990-04-04
"EB",1990,1990,4,4,19.4,99,1990-04-04
"WB",1990,1990,4,4,31.9,125,1990-04-04
"EB",1990,1990,4,4,21.1,103,1990-04-04
"WB",1990,1990,4,4,31.5,123,1990-04-04
"EB",1990,1990,4,4,20.1,104,1990-04-04
"WB",1990,1990,4,4,30.1,127,1990-04-04
"EB",1990,1990,4,5,19.8,104,1990-04-05
"WB",1990,1990,4,5,29,125,1990-04-05
"WB",1990,1990,4,10,27.5,126,1990-04-10
"EB",1990,1990,4,10,14.3,109,1990-04-10
"EB",1990,1990,4,10,NA,107,1990-04-10
"WB",1990,1990,4,10,28.3,127,1990-04-10
"EB",1990,1990,4,10,14.7,107,1990-04-10
"WB",1990,1990,4,10,25.5,125,1990-04-10
"EB",1990,1990,4,11,16,106,1990-04-11
"WB",1990,1990,4,11,29.7,131,1990-04-11
"EB",1990,1990,4,11,15.9,103,1990-04-11
"WB",1990,1990,4,11,28.3,140,1990-04-11
"EB",1990,1990,4,11,17.1,101,1990-04-11
"WB",1990,1990,4,11,29,147,1990-04-11
"EB",1990,1990,4,11,18.4,99,1990-04-11
"WB",1990,1990,4,11,32.2,149,1990-04-11
"EB",1990,1990,4,11,19.1,104,1990-04-11
"WB",1990,1990,4,11,30.9,146,1990-04-11
"EB",1990,1990,4,11,19.7,104,1990-04-11
"WB",1990,1990,4,11,31.6,153,1990-04-11
"EB",1990,1990,4,11,19.4,105,1990-04-11
"WB",1990,1990,4,11,31.8,152,1990-04-11
"EB",1990,1990,4,12,17.6,105,1990-04-12
"WB",1990,1990,4,12,34.3,142,1990-04-12
"EB",1990,1990,4,12,17,105,1990-04-12
"WB",1990,1990,4,12,32.6,136,1990-04-12
"EB",1990,1990,4,15,13.8,103,1990-04-15
"WB",1990,1990,4,15,27.2,125,1990-04-15
"EB",1990,1990,4,15,13.8,103,1990-04-15
"WB",1990,1990,4,15,29.5,132,1990-04-15
"EB",1990,1990,4,15,15,104,1990-04-15
"WB",1990,1990,4,15,33.3,139,1990-04-15
"EB",1990,1990,4,15,15.6,105,1990-04-15
"WB",1990,1990,4,15,34.4,140,1990-04-15
"EB",1990,1990,4,16,15.3,104,1990-04-16
"WB",1990,1990,4,16,34.8,140,1990-04-16
"EB",1990,1990,4,16,14.8,105,1990-04-16
"WB",1990,1990,4,16,37.1,138,1990-04-16
"EB",1990,1990,4,16,13.6,107,1990-04-16
"WB",1990,1990,4,16,32.9,135,1990-04-16
"EB",1990,1990,4,17,13.6,106,1990-04-17
"EB",1990,1990,4,17,13.5,106,1990-04-17
"WB",1990,1990,4,17,31.5,131,1990-04-17
"WB",1990,1990,4,17,31.6,133,1990-04-17
"EB",1990,1990,4,18,12.6,107,1990-04-18
"WB",1990,1990,4,18,29.5,132,1990-04-18
"EB",1990,1990,4,19,11.7,109,1990-04-19
"WB",1990,1990,4,19,27,128,1990-04-19
"EB",1990,1990,4,20,10.6,108,1990-04-20
"WB",1990,1990,4,20,25.2,127,1990-04-20
"EB",1990,1990,4,21,10.4,108,1990-04-21
"WB",1990,1990,4,21,26.2,127,1990-04-21
"EB",1990,1990,4,22,10.2,109,1990-04-22
"WB",1990,1990,4,22,24.6,127,1990-04-22
"EB",1990,1990,4,23,8.3,109,1990-04-23
"WB",1990,1990,4,23,22.8,126,1990-04-23
"WB",1990,1990,4,24,23.9,127,1990-04-24
"WB",1990,1990,4,24,23.8,127,1990-04-24
"EB",1990,1990,4,24,8.4,111,1990-04-24
"EB",1990,1990,4,25,7.8,112,1990-04-25
"WB",1990,1990,4,25,21,126,1990-04-25
"EB",1990,1990,4,26,5.3,115,1990-04-26
"WB",1990,1990,4,26,18.4,124,1990-04-26
"EB",1990,1990,4,28,5.3,115,1990-04-28
"WB",1990,1990,4,28,15.5,122,1990-04-28
"EB",1990,1990,4,29,4.3,115,1990-04-29
"WB",1990,1990,4,29,13.4,120,1990-04-29
"EB",1990,1990,4,30,3.9,114,1990-04-30
"WB",1990,1990,4,30,12.9,120,1990-04-30
"WB",1990,1990,5,1,16.1,124,1990-05-01
"EB",1990,1990,5,1,4,113,1990-05-01
"WB",1990,1990,5,1,16.2,124,1990-05-01
"EB",1990,1990,5,2,3.4,115,1990-05-02
"WB",1990,1990,5,2,11.4,121,1990-05-02
"EB",1990,1990,5,4,3.2,116,1990-05-04
"WB",1990,1990,5,4,10.7,119,1990-05-04
"EB",1990,1990,5,4,2.9,115,1990-05-04
"WB",1990,1990,5,4,10.2,117,1990-05-04
"EB",1990,1990,5,5,3.6,114,1990-05-05
"WB",1990,1990,5,5,10.9,117,1990-05-05
"WB",1990,1990,5,8,14.2,122,1990-05-08
"EB",1990,1990,5,8,3.4,114,1990-05-08
"EB",1990,1990,5,8,3.4,114,1990-05-08
"WB",1990,1990,5,8,14.5,123,1990-05-08
"WB",1990,1990,5,15,22.4,137,1990-05-15
"EB",1990,1990,5,15,7.3,110,1990-05-15
"EB",1990,1990,5,15,5.3,111,1990-05-15
"EB",1990,1990,5,21,3.7,110,1990-05-21
"WB",1990,1990,5,21,16.7,129,1990-05-21
"WB",1990,1990,5,22,16.7,129,1990-05-22
"EB",1990,1990,5,22,4.1,114,1990-05-22
"WB",1990,1990,5,22,16.4,127,1990-05-22
"EB",1990,1990,5,22,3.5,109,1990-05-22
"WB",1990,1990,5,22,16.6,130,1990-05-22
"EB",1990,1990,5,23,3.8,111,1990-05-23
"WB",1990,1990,5,23,17.4,130,1990-05-23
"EB",1990,1990,5,23,4.1,111,1990-05-23
"WB",1990,1990,5,24,17.2,130,1990-05-24
"EB",1990,1990,5,25,3.8,113,1990-05-25
"WB",1990,1990,5,25,15.9,130,1990-05-25
"EB",1990,1990,5,26,3.4,112,1990-05-26
"WB",1990,1990,5,26,15.1,129,1990-05-26
"EB",1990,1990,5,27,3,114,1990-05-27
"WB",1990,1990,5,27,13.3,124,1990-05-27
"EB",1990,1990,5,27,2.5,113,1990-05-27
"WB",1990,1990,5,28,12.3,125,1990-05-28
"WB",1990,1990,5,29,10.9,124,1990-05-29
"EB",1990,1990,5,29,2.2,111,1990-05-29
"EB",1990,1990,5,29,2.2,111,1990-05-29
"EB",1990,1990,6,4,1.6,115,1990-06-04
"WB",1990,1990,6,4,9.9,126,1990-06-04
"WB",1990,1990,6,5,9.2,124,1990-06-05
"EB",1990,1990,6,5,1.3,113,1990-06-05
"WB",1990,1990,6,5,9.4,124,1990-06-05
"EB",1990,1990,6,6,1.4,115,1990-06-06
"WB",1990,1990,6,6,9.5,125,1990-06-06
"EB",1990,1990,6,7,0.8,115,1990-06-07
"WB",1990,1990,6,7,7.8,125,1990-06-07
"EB",1990,1990,6,8,0.8,115,1990-06-08
"WB",1990,1990,6,8,6.9,125,1990-06-08
"EB",1990,1990,6,9,1.4,114,1990-06-09
"WB",1990,1990,6,9,7.2,124,1990-06-09
"EB",1990,1990,6,10,1,113,1990-06-10
"WB",1990,1990,6,10,6.2,124,1990-06-10
"EB",1990,1990,6,11,0.8,114,1990-06-11
"WB",1990,1990,6,11,6.6,126,1990-06-11
"WB",1990,1990,6,12,5.6,122,1990-06-12
"EB",1990,1990,6,12,0.8,113,1990-06-12
"EB",1990,1990,6,12,0.7,113,1990-06-12
"WB",1990,1990,6,19,2.4,117,1990-06-19
"WB",1990,1990,6,19,2.4,118,1990-06-19
"EB",1990,1990,6,19,0.5,114,1990-06-19
"EB",1990,1990,6,23,0.9,112,1990-06-23
"WB",1990,1990,6,23,1.8,119,1990-06-23
"EB",1990,1990,6,24,0.8,110,1990-06-24
"WB",1990,1990,6,24,5.7,117,1990-06-24
"EB",1990,1990,6,24,0.6,111,1990-06-24
"WB",1990,1990,6,24,3.8,120,1990-06-24
"EB",1990,1990,6,24,0.05,113,1990-06-24
"WB",1990,1990,6,24,3.5,121,1990-06-24
"WB",1990,1990,6,26,0.9,120,1990-06-26
"WB",1990,1990,6,26,1.3,121,1990-06-26
"EB",1990,1990,6,26,0.05,114,1990-06-26
"EB",1990,1990,6,29,0.05,111,1990-06-29
"WB",1990,1990,6,29,0.9,118,1990-06-29
"EB",1990,1990,6,30,0.05,114,1990-06-30
"WB",1990,1990,6,30,0.7,117,1990-06-30
"EB",1990,1990,6,30,0.05,114,1990-06-30
"WB",1990,1990,6,30,0.6,117,1990-06-30
"EB",1990,1990,6,30,0.05,114,1990-06-30
"WB",1990,1990,6,30,0.05,116,1990-06-30
"EB",1990,1990,6,30,0.05,115,1990-06-30
"WB",1990,1990,6,30,0.05,117,1990-06-30
"EB",1990,1990,6,30,0.05,114,1990-06-30
"WB",1990,1990,6,30,0.5,118,1990-06-30
"WB",1990,1990,7,3,0.05,115,1990-07-03
"EB",1990,1990,7,3,0.05,114,1990-07-03
"EB",1990,1990,7,3,0.05,113,1990-07-03
"WB",1990,1990,7,3,0.4,116,1990-07-03
"WB",1990,1990,7,10,0.8,112,1990-07-10
"WB",1990,1990,7,10,0.5,112,1990-07-10
"EB",1990,1990,7,10,1,115,1990-07-10
"EB",1990,1990,7,10,0.9,116,1990-07-10
"WB",1990,1990,7,17,0.5,111,1990-07-17
"WB",1990,1990,7,17,0.6,109,1990-07-17
"WB",1990,1990,7,24,0.7,107,1990-07-24
"WB",1990,1990,7,24,0.7,106,1990-07-24
"WB",1990,1990,7,25,0.05,101,1990-07-25
"EB",1990,1990,7,25,3.1,111,1990-07-25
"EB",1990,1990,7,25,3.2,111,1990-07-25
"WB",1990,1990,7,25,0.05,102,1990-07-25
"WB",1990,1990,7,31,0.05,106,1990-07-31
"WB",1990,1990,7,31,0.6,106,1990-07-31
"WB",1990,1990,8,7,0.6,101,1990-08-07
"WB",1990,1990,8,7,0.6,101,1990-08-07
"EB",1990,1990,8,11,4.7,86,1990-08-11
"WB",1990,1990,8,11,0.05,94,1990-08-11
"EB",1990,1990,8,11,6.1,88,1990-08-11
"WB",1990,1990,8,11,15.9,127,1990-08-11
"EB",1990,1990,8,11,7.2,95,1990-08-11
"WB",1990,1990,8,11,21.7,127,1990-08-11
"EB",1990,1990,8,11,5.5,98,1990-08-11
"WB",1990,1990,8,11,21.7,125,1990-08-11
"EB",1990,1990,8,12,2.4,101,1990-08-12
"WB",1990,1990,8,12,17.2,129,1990-08-12
"EB",1990,1990,8,12,0.05,104,1990-08-12
"WB",1990,1990,8,12,17.6,133,1990-08-12
"EB",1990,1990,8,12,0.05,108,1990-08-12
"WB",1990,1990,8,12,13.5,133,1990-08-12
