"","Watershed","Year","WY","Month","Day","NO3 (ueq/L)","SO4 (ueq/L)","DOC (mg/L)","Discharge (L/sec)","Specific Conductance (us/cm)","ANC"
"1762","EB",1992,1992,4,21,7.6,92,1.5,8.663,"21.2","6.0"
"1763","WB",1992,1992,4,21,78.9,173,1.3,8.323,"40.8","0.2"
"1764","WB",1992,1992,4,21,78.1,172,1.3,8.323,"40.7","0.6"
"1765","WB",1992,1992,4,21,77.9,181,1.3,9.569,"42.3","-0.4"
"1766","WB",1992,1992,4,22,76.6,186,1.5,8.974,"42.8","-1.9"
"1767","WB",1992,1992,4,23,76.2,200,1.6,16.76,"45.0","-1.6"
"1768","WB",1992,1992,4,24,73.2,186,1.5,7.729,"42.3","-1.8"
"1769","WB",1992,1992,4,25,72,177,1.4,5.605,"40.9","-1.2"
"1770","WB",1992,1992,4,26,69.8,168,1.3,4.699,"39.8","-0.3"
"1771","WB",1992,1992,4,27,68.9,165,1.4,4.275,"38.6","-0.5"
"1772","WB",1992,1992,4,28,72,161,1.2,4.699,"37.7","1.5"
"1773","WB",1992,1992,4,28,72.4,160,1.2,4.699,"39.1","0.2"
"1774","EB",1992,1992,4,28,9.8,95,1.5,4.699,"22.7","5.8"
"1775","EB",1992,1992,4,28,10,102,1.6,4.699,"22.9","3.4"
"1776","WB",1992,1992,4,28,74.5,171,1.2,4.275,"38.9","0.8"
"1777","EB",1992,1992,4,29,9.5,103,1.7,3.878,"23.0","4.1"
"1778","WB",1992,1992,4,29,76,169,1.1,3.878,"38.9","0.3"
"1779","EB",1992,1992,4,30,8.8,104,1.6,3.426,"23.0","3.2"
"1780","WB",1992,1992,4,30,72.7,166,1.7,3.51,"38.3","1.1"
"1781","EB",1992,1992,5,1,8.4,104,1.7,3.142,"23.0","3.9"
"1782","WB",1992,1992,5,1,69.4,160,1.2,3.142,"37.5","1.4"
"1783","EB",1992,1992,5,2,8.6,105,1.8,3.142,"23.1","4.2"
"1784","WB",1992,1992,5,2,68,157,1.2,3.142,"37.4","1.8"
"1785","EB",1992,1992,5,3,8.5,104,1.8,4.699,"23.1","3.6"
"1786","WB",1992,1992,5,3,75,160,1.3,5.152,"38.5","-0.1"
"1787","EB",1992,1992,5,4,8.3,104,1.8,4.275,"23.1","3.9"
"1788","WB",1992,1992,5,4,74.4,164,1.3,4.699,"38.3","-1.3"
"1789","EB",1992,1992,5,5,8,104,1.3,3.51,"23.1","2.8"
"1790","EB",1992,1992,5,5,8,104,1.3,3.51,"23.1","4.5"
"1791","WB",1992,1992,5,5,73.7,164,1,3.709,"37.7","0.6"
"1792","WB",1992,1992,5,5,73.6,165,1,3.709,"37.6","0.3"
"1793","EB",1992,1992,5,5,7.5,102,1.7,3.142,"23.3","3.3"
"1794","WB",1992,1992,5,5,71.8,163,1.2,3.51,"37.7","0.1"
"1795","EB",1992,1992,5,6,7,102,1.9,2.831,"23.3","3.0"
"1796","WB",1992,1992,5,6,68.6,157,1.2,3.142,"37.3","0.3"
"1797","EB",1992,1992,5,7,6.6,105,1.7,2.52,"23.4","3.7"
"1798","WB",1992,1992,5,7,66.1,156,1.3,2.831,"36.7","0.1"
"1799","EB",1992,1992,5,8,6.1,103,1.5,2.236,"23.3","3.4"
"1800","WB",1992,1992,5,8,64.3,154,1.2,2.831,"36.4","0.1"
"1801","EB",1992,1992,5,9,5.9,103,1.9,3.878,"23.1","2.8"
"1802","EB",1992,1992,5,10,5.4,98,2,3.51,"23.1","3.2"
"1803","WB",1992,1992,5,10,69,156,1.4,3.51,"36.9","-0.1"
"1804","EB",1992,1992,5,11,5,100,1.9,3.086,"23.3","3.7"
"1805","WB",1992,1992,5,11,69.5,156,1.4,3.51,"37.1","-0.9"
"1806","WB",1992,1992,5,12,68.7,150,1.1,3.142,"37.5","-0.3"
"1807","WB",1992,1992,5,12,68.8,152,1.2,3.142,"37.4","-0.8"
"1808","EB",1992,1992,5,12,4.9,103,1.5,2.831,"23.5","5.0"
"1809","EB",1992,1992,5,12,4.7,107,1.9,2.831,"23.5","5.5"
"1810","WB",1992,1992,5,12,70.5,157,1.4,2.831,"37.4","0.3"
"1811","EB",1992,1992,5,13,4,107,1.8,2.831,"23.7","6.0"
"1812","WB",1992,1992,5,13,67.8,157,1.3,2.831,"37.2","1.0"
"1813","EB",1992,1992,5,14,3.6,107,2,2.831,"23.7","5.3"
"1814","WB",1992,1992,5,14,65.7,157,1.2,2.831,"36.7","0.6"
"1815","EB",1992,1992,5,15,3.1,106,1.9,2.236,"23.8","5.8"
"1816","WB",1992,1992,5,15,67.6,156,1.2,2.831,"36.8","1.2"
"1817","EB",1992,1992,5,16,2.5,107,1.9,1.953,"23.8","6.7"
"1818","WB",1992,1992,5,16,66.3,154,1.3,2.831,"36.7","0.1"
"1819","EB",1992,1992,5,17,2.3,109,2,1.953,"23.8","5.1"
"1820","WB",1992,1992,5,17,63.1,154,1.4,2.831,"36.1","1.9"
"1821","EB",1992,1992,5,18,2.2,108,1.9,1.699,"23.8","6.4"
"1822","WB",1992,1992,5,18,61.4,153,1.4,2.52,"35.7","1.3"
"1823","WB",1992,1992,5,19,60.5,154,0.9,2.236,"35.9","1.2"
"1824","EB",1992,1992,5,19,2.1,109,1.7,1.699,"25.1","7.4"
"1825","EB",1992,1992,5,19,2.1,110,1.7,1.699,"25.2","6.2"
"1826","EB",1992,1992,5,19,1.9,108,1.9,1.699,"22.9","2.2"
"1827","WB",1992,1992,5,19,59.1,152,1.3,1.953,"34.4","-2.2"
"1828","EB",1992,1992,5,20,1.8,108,2,1.472,"24.3","3.5"
"1829","WB",1992,1992,5,20,55.6,149,1.4,1.953,"34.0","-0.1"
"1830","EB",1992,1992,5,21,1.3,109,2.1,1.274,"24.6","4.1"
"1831","WB",1992,1992,5,21,52.7,152,1.3,1.699,"34.0","-0.5"
"1832","EB",1992,1992,5,22,0.7,109,2.2,1.076,"23.6","4.9"
"1833","WB",1992,1992,5,22,47.6,149,1.3,1.699,"33.5","-0.3"
"1834","EB",1992,1992,5,23,0.3,110,2.1,0.906,"24.1","5.7"
"1835","WB",1992,1992,5,23,40.7,143,1.4,1.472,"33.0","1.4"
"1836","EB",1992,1992,5,24,0.4,108,2,0.906,"24.1","5.6"
"1837","WB",1992,1992,5,24,38.6,143,1.3,1.472,"32.3","1.3"
"1838","EB",1992,1992,5,25,0.05,105,2.2,1.274,"24.5","4.4"
"1839","WB",1992,1992,5,25,41.1,147,1.2,1.699,"32.4","0.5"
"1840","EB",1992,1992,5,26,0.05,109,1.7,1.076,"24.1","6.8"
"1841","WB",1992,1992,5,26,41,146,1.1,1.415,"32.7","1.6"
"1842","WB",1992,1992,5,26,41.1,145,1,1.415,"32.7","2.1"
"1843","EB",1992,1992,5,26,0.05,105,2.2,1.019,"24.3","5.4"
"1844","WB",1992,1992,5,26,40,145,1.5,1.415,"32.4","1.0"
"1845","EB",1992,1992,5,27,0.05,108,2.2,0.906,"23.7","7.2"
"1846","WB",1992,1992,5,27,36.6,139,1.4,1.274,"32.4","2.4"
"1847","EB",1992,1992,5,28,0.6,106,2.2,0.623,"25.0","12.1"
"1848","WB",1992,1992,5,28,35,144,1.3,1.076,"31.9","2.3"
"1849","EB",1992,1992,5,29,0.05,110,2.2,0.51,"25.0","5.8"
"1850","WB",1992,1992,5,29,31.6,143,1.3,1.274,"31.6","3.5"
"1851","EB",1992,1992,5,30,0.05,110,2.3,0.396,"24.3","8.9"
"1852","WB",1992,1992,5,30,28.2,143,1.4,1.076,"30.6","2.2"
"1853","EB",1992,1992,5,31,0.05,108,2.1,0.396,"24.3","8.0"
"1854","WB",1992,1992,5,31,25.5,143,1.3,1.076,"31.4","2.8"
"1855","EB",1992,1992,6,1,0.7,109,2.3,0.396,"24.4","12.6"
"1856","WB",1992,1992,6,1,24.3,143,2.2,1.076,"30.6","-0.7"
"1857","EB",1992,1992,6,2,0.05,103,1.6,0.396,"23.9","10.8"
"1858","EB",1992,1992,6,2,0.3,108,1.7,0.396,"24.7","12.0"
"1859","WB",1992,1992,6,2,22.6,140,1.2,1.274,"30.6","5.6"
"1860","WB",1992,1992,6,2,23.1,141,1.2,1.274,"30.3","5.8"
"1861","EB",1992,1992,6,5,0.9,100,2.6,0.226,"23.7","6.4"
"1862","WB",1992,1992,6,5,17,143,1.3,0.623,"29.8","5.0"
"1863","EB",1992,1992,6,6,0.05,107,2.1,5.181,"24.6","9.8"
"1864","WB",1992,1992,6,6,29.4,136,2.8,6.115,"29.0","6.5"
"1865","EB",1992,1992,6,6,2.8,100,2.6,10.361,"23.9","4.9"
"1866","WB",1992,1992,6,6,45.2,146,2.8,10.192,"32.6","2.2"
"1867","EB",1992,1992,6,6,3,100,2.5,8.861,"24.0","5.2"
"1868","WB",1992,1992,6,6,57.4,150,2.5,10.475,"35.5","0.7"
"1869","EB",1992,1992,6,6,2.6,101,2.4,8.323,"23.7","4.5"
"1870","WB",1992,1992,6,6,58.1,149,1.9,9.937,"36.7","0.2"
"1871","EB",1992,1992,6,7,0.4,104,2.2,3.907,"23.3","3.8"
"1872","WB",1992,1992,6,7,57,151,1.5,4.275,"36.4","0.6"
"1873","EB",1992,1992,6,8,0.05,106,2.3,1.925,"23.9","3.8"
"1874","WB",1992,1992,6,8,47.1,151,1.5,2.52,"33.9","0.5"
"1875","EB",1992,1992,6,9,0.05,104,2.2,1.104,"23.7","7.4"
"1876","WB",1992,1992,6,9,37.4,152,1.6,1.557,"33.5","2.4"
"1877","WB",1992,1992,6,9,37.3,151,1.6,1.557,"33.2","2.6"
"1878","EB",1992,1992,6,12,0.05,106,1.7,0.396,"25.2","10.2"
"1879","WB",1992,1992,6,12,18.1,148,1.6,0.764,"32.9","3.7"
"1880","EB",1992,1992,6,14,0.3,108,2.6,0.311,"25.3","11.3"
"1881","WB",1992,1992,6,14,13.1,148,1.8,0.623,"32.8","1.2"
"1882","WB",1992,1992,6,16,11.5,146,2,0.679,"31.7","8.4"
"1883","WB",1992,1992,6,16,11.4,145,2,0.679,"31.6","6.3"
"1884","EB",1992,1992,6,16,0.05,110,2.3,0.17,"25.3","14.2"
"1885","EB",1992,1992,6,20,0.7,109,1.9,0.17,"26.1","18.5"
"1886","EB",1992,1992,6,21,0.5,105,1.8,0.113,"26.4","18.1"
"1887","WB",1992,1992,6,21,5.3,139,2.1,0.51,"29.1","8.5"
"1888","WB",1992,1992,6,22,19.7,137,2,5.86,"30.3","10.1"
"1889","WB",1992,1992,6,22,43.4,147,1.8,13.504,"35.8","4.0"
"1890","WB",1992,1992,6,22,62.6,157,1.8,20.695,"39.5","0.5"
"1891","WB",1992,1992,6,23,70.1,162,1.8,17.128,"41.9","-1.1"
"1892","WB",1992,1992,6,23,68.3,164,1.6,12.371,"41.3","-1.3"
"1893","EB",1992,1992,6,23,0.05,102,2.1,8.974,"23.1","5.4"
"1894","EB",1992,1992,6,23,0.4,100,2,8.974,"23.1","4.8"
"1895","WB",1992,1992,6,23,66,160,1.6,10.22,"39.4","-2.4"
"1896","WB",1992,1992,6,23,67.2,163,1.5,10.22,"40.5","-3.4"
"1897","EB",1992,1992,6,24,0.05,103,2.9,2.831,"23.8","-0.9"
"1898","WB",1992,1992,6,24,50.1,157,1.6,3.199,"39.3","-1.1"
"1899","EB",1992,1992,6,25,0.05,95,3.1,4.133,"23.2","7.6"
"1900","WB",1992,1992,6,25,40.2,149,1.8,4.445,"36.1","-0.2"
"1901","EB",1992,1992,6,25,0.4,99,2.7,12.343,"23.1","5.3"
"1902","WB",1992,1992,6,25,49.9,154,2,12.258,"38.7","-2.9"
"1903","EB",1992,1992,6,25,0.9,96,3.1,24.375,"23.2","4.6"
"1904","WB",1992,1992,6,25,62,161,2.1,23.78,"40.3","-4.5"
"1905","EB",1992,1992,6,25,0.5,97,3,27.319,"23.2","5.0"
"1906","WB",1992,1992,6,25,71.5,159,2,23.441,"43.6","-6.4"
"1907","EB",1992,1992,6,25,0.6,98,2.7,23.073,"23.2","4.9"
"1908","WB",1992,1992,6,25,75.6,165,1.8,20.695,"43.9","-5.2"
"1909","EB",1992,1992,6,25,0.9,98,2.8,18.685,"23.2","4.7"
"1910","WB",1992,1992,6,25,75.7,164,1.9,18.09,"43.8","-4.9"
"1911","EB",1992,1992,6,25,0.4,97,2.9,19.874,"23.0","3.9"
"1912","WB",1992,1992,6,25,76.8,167,1.9,18.77,"44.4","-6.6"
"1913","EB",1992,1992,6,26,0.05,98,2.7,15.174,"23.1","4.3"
"1914","WB",1992,1992,6,26,76,166,1.8,14.523,"43.9","-4.8"
"1915","EB",1992,1992,6,26,0.05,98,2.6,9.229,"23.0","4.6"
"1916","WB",1992,1992,6,26,69.4,165,1.7,9.456,"43.0","-4.6"
"1917","WB",1992,1992,6,30,23.6,166,1.3,1.472,"34.5","1.0"
"1918","EB",1992,1992,6,30,0.05,106,2,1.076,"24.0","8.7"
"1919","EB",1992,1992,6,30,0.05,106,2.1,1.076,"24.3","7.5"
"1920","EB",1992,1992,7,3,0.05,107,2.1,0.595,"24.2","8.2"
"1921","WB",1992,1992,7,3,13.1,158,1.6,1.076,"33.0","1.9"
"1922","WB",1992,1992,7,5,12.3,151,1.5,1.274,"32.0","3.4"
"1923","WB",1992,1992,7,7,22.2,154,1.2,2.831,"33.6","1.2"
"1924","WB",1992,1992,7,7,22.7,157,1.3,2.831,"33.9","1.4"
"1925","EB",1992,1992,7,7,0.05,107,1.7,2.236,"24.0","5.4"
"1926","WB",1992,1992,7,10,16.1,153,1.9,2.236,"32.4","2.2"
"1927","WB",1992,1992,7,12,8.5,152,1.8,0.906,"31.4","3.3"
"1928","WB",1992,1992,7,14,12.9,152,1.3,2.038,"31.7","3.6"
"1929","WB",1992,1992,7,14,13,152,1.4,2.038,"31.8","2.9"
"1930","EB",1992,1992,7,14,0.05,104,1.7,1.953,"23.9","7.0"
"1931","EB",1992,1992,7,17,0.05,105,2,0.623,"23.5","7.0"
"1932","WB",1992,1992,7,17,6.5,153,1.5,0.764,"30.9","5.7"
"1933","WB",1992,1992,7,19,8.2,153,1.4,1.472,"30.7","5.3"
"1934","EB",1992,1992,7,21,0.05,107,1.7,0.906,"24.6","10.9"
"1935","WB",1992,1992,7,21,4.8,151,1.3,0.906,"30.4","4.9"
"1936","WB",1992,1992,7,21,4.8,151,1.3,0.906,"30.5","5.0"
"1937","EB",1992,1992,7,24,0.05,107,2.5,0.226,"25.6","17.1"
"1938","WB",1992,1992,7,24,3.2,146,2.3,0.51,"31.2","8.2"
"1939","EB",1992,1992,7,26,0.05,108,1.9,0.17,"27.1","14.3"
"1940","WB",1992,1992,7,26,2,145,1.7,0.396,"29.9","6.8"
"1941","WB",1992,1992,7,28,2.8,143,1.3,0.51,"29.5","8.0"
"1942","WB",1992,1992,7,28,2.7,143,1.4,0.51,"28.9","8.2"
"1943","EB",1992,1992,7,28,0.05,110,1.8,0.17,"27.1","18.8"
"1944","EB",1992,1992,7,28,0.05,109,2.1,0.17,"26.8","19.4"
"1945","EB",1992,1992,7,31,0.05,108,1.9,0.028,"26.3","26.0"
"1946","WB",1992,1992,7,31,0.9,141,1.4,0.311,"28.2","11.5"
"1947","EB",1992,1992,8,2,0.05,108,1.9,0.906,"24.0","11.6"
"1948","WB",1992,1992,8,4,2.7,143,1.3,0.623,"29.3","11.0"
"1949","WB",1992,1992,8,4,2.6,142,1.6,0.623,"29.4","11.4"
"1950","EB",1992,1992,8,4,0.05,109,1.6,0.396,"25.5","14.8"
"1951","EB",1992,1992,8,4,0.05,108,1.6,0.396,"25.5","15.1"
"1952","EB",1992,1992,8,4,0.05,110,1.7,0.396,"25.0","17.7"
"1953","WB",1992,1992,8,4,2.2,143,1.6,0.623,"29.0","11.8"
"1954","EB",1992,1992,8,5,0.05,110,1.7,0.311,"25.3","16.9"
"1955","WB",1992,1992,8,5,2,142,1.4,0.51,"29.4","12.5"
"1956","EB",1992,1992,8,6,0.05,110,1.7,0.17,"25.5","18.7"
"1957","WB",1992,1992,8,6,0.9,141,1.4,0.396,"28.9","12.4"
"1958","WB",1992,1992,8,6,1.1,139,1.5,0.396,"29.1","12.5"
"1959","EB",1992,1992,8,7,0.05,111,1.8,0.17,"26.0","21.6"
"1960","EB",1992,1992,8,8,0.05,111,1.8,0.113,"26.2","24.8"
"1961","WB",1992,1992,8,8,0.8,137,1.7,0.396,"28.7","11.7"
"1962","EB",1992,1992,8,9,0.05,111,2.1,0.113,"26.7","27.7"
"1963","WB",1992,1992,8,9,0.8,136,1.5,0.311,"28.4","12.8"
"1964","EB",1992,1992,8,10,0.05,112,1.9,0.113,"26.6","26.5"
"1965","WB",1992,1992,8,10,0.7,135,1.5,0.311,"28.1","12.8"
"1966","WB",1992,1992,8,11,1,138,1.4,0.311,"28.7","14.0"
"1967","WB",1992,1992,8,11,0.8,140,1.4,0.311,"28.7","14.3"
"1968","EB",1992,1992,8,11,0.05,113,1.6,0.113,"27.0","31.0"
"1969","WB",1992,1992,8,11,0.7,139,1.3,0.226,"28.8","19.7"
"1970","EB",1992,1992,8,12,0.05,114,1.8,0.255,"25.6","22.2"
"1971","WB",1992,1992,8,12,1.7,139,1.3,0.396,"28.8","15.9"
"1972","EB",1992,1992,8,13,0.05,111,1.6,0.17,"26.0","24.7"
"1973","WB",1992,1992,8,13,1.1,140,1.3,0.311,"29.0","16.7"
"1974","EB",1992,1992,8,14,0.05,112,1.6,0.113,"26.2","27.9"
"1975","EB",1992,1992,8,14,0.05,112,1.5,0.113,"26.3","29.9"
"1976","WB",1992,1992,8,14,1.4,138,1.4,0.311,"28.8","16.9"
"1977","EB",1992,1992,8,14,0.05,110,1.6,0.113,"26.4","29.2"
"1978","EB",1992,1992,8,14,0.05,111,1.6,0.113,"26.7","29.3"
"1979","EB",1992,1992,8,14,0.05,112,1.5,0.113,"26.6","31.1"
"1980","EB",1992,1992,8,15,0.05,111,1.6,0.057,"26.8","29.9"
"1981","WB",1992,1992,8,15,0.6,136,1.4,0.226,"28.4","17.0"
"1982","EB",1992,1992,8,16,0.05,112,1.6,0.085,"26.9","32.7"
"1983","WB",1992,1992,8,16,0.9,134,1.4,0.311,"28.1","17.8"
"1984","EB",1992,1992,8,17,0.05,113,1.5,0.113,"26.8","28.3"
"1985","WB",1992,1992,8,17,0.6,134,1.4,0.311,"27.8","16.7"
"1986","EB",1992,1992,8,18,0.05,101,2.3,3.963,"22.8","16.3"
"1987","EB",1992,1992,8,18,0.05,102,2.3,7.502,"22.8","14.6"
"1988","EB",1992,1992,8,18,0.05,103,2.2,7.417,"22.9","15.4"
"1989","WB",1992,1992,8,18,13.6,153,1.8,6.115,"31.5","13.8"
"1990","EB",1992,1992,8,19,0.05,109,1.7,2.831,"24.5","12.3"
"1991","WB",1992,1992,8,19,9.3,160,1.5,2.378,"32.2","12.1"
"1992","WB",1992,1992,8,19,9.1,156,1.4,2.378,"32.2","11.6"
"1993","WB",1992,1992,8,21,2.2,152,1.6,0.623,"29.8","14.0"
"1994","WB",1992,1992,8,23,1.6,143,1.6,0.396,"29.2","16.9"
"1995","WB",1992,1992,8,25,1.4,144,1.5,0.311,"31.1","16.9"
"1996","WB",1992,1992,8,25,1.3,144,1.6,0.311,"30.9","15.9"
"1997","WB",1992,1992,9,4,0.9,127,1.5,0.51,"27.7","16.8"
"1998","WB",1992,1992,9,6,0.6,130,1.6,0.311,"28.1","15.8"
"1999","WB",1992,1992,9,8,0.8,135,1.3,0.226,"28.3","16.5"
"2000","WB",1992,1992,9,8,0.8,134,1.4,0.226,"28.3","16.5"
"2001","WB",1992,1992,9,22,2.9,129,1.5,0.311,"28.4","21.6"
"2002","WB",1992,1992,9,22,2.8,127,1.5,0.311,"28.6","23.1"
"2003","EB",1992,1993,10,9,2,111,1.4,0,"28.0","23.1"
"2004","WB",1992,1993,10,9,0.3,120,1.5,0.113,"27.5","21.5"
"2005","EB",1992,1993,10,11,0.05,103,2.4,7.417,"25.2","7.1"
"2006","WB",1992,1993,10,11,10.1,144,2.2,4.869,"31.7","9.5"
"2007","EB",1992,1993,10,13,0.05,108,1.6,1.699,"26.0","8.1"
"2008","EB",1992,1993,10,13,0.05,107,1.6,1.699,"26.0","8.4"
"2009","WB",1992,1993,10,13,6.7,157,1.4,1.472,"33.0","9.6"
"2010","WB",1992,1993,10,13,5.8,154,1.5,1.472,"33.4","10.2"
"2011","EB",1992,1993,10,16,0.05,109,2,0.906,"25.7","11.6"
"2012","WB",1992,1993,10,16,2.2,149,1.7,0.623,"30.7","14.8"
"2013","EB",1992,1993,10,18,0.05,109,2,0.906,"26.2","12.5"
"2014","WB",1992,1993,10,18,1.5,147,1.8,0.51,"31.4","15.8"
"2015","WB",1992,1993,10,20,2.3,146,1.3,0.878,"32.0","14.6"
"2016","EB",1992,1993,10,20,0.05,108,1.5,0.764,"26.6","11.7"
"2017","EB",1992,1993,10,20,0.05,108,1.6,0.764,"26.6","11.5"
"2018","WB",1992,1993,10,24,8.9,156,1.8,1.472,"33.7","15.6"
"2019","WB",1992,1993,10,25,16.7,163,1.8,8.182,"36.1","9.0"
"2020","WB",1992,1993,10,25,27.8,174,2.2,18.288,"38.6","0.7"
"2021","WB",1992,1993,10,25,39.8,194,2.2,26.385,"41.8","-5.1"
"2022","WB",1992,1993,10,26,39.5,193,2.1,20.893,"41.2","-5.7"
"2023","WB",1992,1993,10,26,39.4,196,2.4,35.671,"42.0","-6.1"
"2024","WB",1992,1993,10,26,40.1,198,2.1,24.8,"42.1","-5.9"
"2025","WB",1992,1993,10,26,39.1,194,2.1,16.986,"41.8","-5.6"
"2026","WB",1992,1993,10,27,33.2,181,1.9,7.729,"41.0","-2.5"
"2027","WB",1992,1993,10,27,33.7,186,1.7,7.729,"40.9","-2.3"
"2028","EB",1992,1993,10,27,0.05,110,2.3,6.115,"25.8","4.6"
"2029","WB",1992,1993,10,30,23.9,165,1.3,2.52,"36.2","-2.9"
"2030","WB",1992,1993,11,1,22.7,162,1.4,1.699,"36.2","-1.7"
"2031","EB",1992,1993,11,3,0.05,107,1.6,1.472,"25.4","6.2"
"2032","EB",1992,1993,11,3,0.05,106,1.7,1.472,"25.1","6.8"
"2033","WB",1992,1993,11,3,21.8,160,1.2,1.699,"35.5","3.5"
"2034","WB",1992,1993,11,6,30.2,171,1.4,5.152,"37.8","0.1"
"2035","WB",1992,1993,11,8,28.8,165,1.1,2.831,"37.1","1.1"
"2036","EB",1992,1993,11,10,0.05,106,1.6,1.953,"25.6","4.9"
"2037","WB",1992,1993,11,10,27.9,163,1.1,1.953,"35.3","-0.3"
"2038","WB",1992,1993,11,10,27.3,162,1.1,1.953,"35.2","-0.1"
"2039","EB",1992,1993,11,12,0.05,106,1.6,2.973,"24.3","5.2"
"2040","WB",1992,1993,11,12,30.2,158,1.2,2.265,"35.8","0.7"
"2041","EB",1992,1993,11,13,0.4,106,1.6,16.08,"24.6","4.6"
"2042","WB",1992,1993,11,13,28.6,154,2,11.919,"35.2","-0.6"
"2043","EB",1992,1993,11,13,0.05,106,1.6,23.922,"24.6","4.1"
"2044","WB",1992,1993,11,13,34.8,165,2,20.695,"37.8","-2.7"
"2045","EB",1992,1993,11,13,0.4,100,2.5,20.355,"23.4","3.7"
"2046","WB",1992,1993,11,13,42,177,1.7,18.656,"40.5","-6.1"
"2047","EB",1992,1993,11,13,1.2,103,2.3,14.665,"24.2","2.0"
"2048","WB",1992,1993,11,13,44.8,180,1.7,15.457,"41.1","-6.8"
"2049","EB",1992,1993,11,14,0.05,103,2,9.852,"24.0","1.9"
"2050","WB",1992,1993,11,14,45.1,180,1.5,10.277,"40.5","-6.2"
"2051","EB",1992,1993,11,14,0.05,101,1.9,6.625,"23.7","1.5"
"2052","WB",1992,1993,11,14,43.3,177,1.4,6.625,"39.2","-5.1"
"2053","EB",1992,1993,11,18,0.05,105,1.5,2.208,"24.4","2.5"
"2054","EB",1992,1993,11,18,0.05,106,1.6,2.208,"24.3","3.9"
"2055","WB",1992,1993,11,18,35.2,162,1.3,2.52,"36.2","-1.8"
"2056","WB",1992,1993,11,18,33.9,160,1.3,2.52,"36.2","-3.5"
"2057","EB",1992,1993,11,24,0.05,106,1.5,3.624,"23.8","5.0"
"2058","EB",1992,1993,11,24,0.05,104,1.4,3.624,"23.8","3.7"
"2059","WB",1992,1993,11,24,37.9,160,1.2,3.51,"35.6","-0.3"
"2060","WB",1992,1993,11,24,37.8,159,1.2,3.51,"35.5","-0.5"
"2061","EB",1992,1993,12,1,0.3,106,1.5,2.236,"24.0","4.6"
"2062","EB",1992,1993,12,1,0.4,106,1.5,2.236,"24.0","2.9"
"2063","WB",1992,1993,12,1,39,157,1.1,2.52,"35.7","0.1"
"2064","EB",1992,1993,12,4,0.05,104,1.5,1.699,"24.3","4.6"
"2065","WB",1992,1993,12,4,34.7,146,1.2,1.953,"34.5","-0.2"
"2066","EB",1992,1993,12,6,0.05,104,1.6,1.274,"24.5","3.2"
"2067","WB",1992,1993,12,6,35.5,151,1.4,1.699,"35.6","-4.7"
"2068","WB",1992,1993,12,8,35.2,148,1,1.472,"34.6","0.2"
"2069","WB",1992,1993,12,8,35,144,1,1.472,"34.6","0.5"
"2070","EB",1992,1993,12,8,0.05,105,1.4,1.076,"25.0","5.7"
"2071","EB",1992,1993,12,11,1.8,105,1.4,0.849,"24.2","6.2"
"2072","WB",1992,1993,12,11,35.5,146,1.2,1.076,"33.3","0.6"
"2073","EB",1992,1993,12,13,1.8,103,1.4,0.764,"24.0","6.0"
"2074","WB",1992,1993,12,13,34.9,144,1.1,0.906,"32.8","0.3"
"2075","EB",1992,1993,12,15,1.9,106,1.4,0.764,"24.3","7.9"
"2076","EB",1992,1993,12,15,1.9,106,1.3,0.764,"24.2","7.5"
"2077","WB",1992,1993,12,15,34.3,144,1,0.906,"32.7","3.1"
"2078","WB",1992,1993,12,15,33.8,142,1,0.906,"32.7","2.5"
"2079","WB",1992,1993,12,17,35,143,1.2,1.387,"32.2","3.9"
"2080","WB",1992,1993,12,17,37.3,147,1.5,8.804,"33.3","3.4"
"2081","WB",1992,1993,12,18,42,160,1.6,10.758,"35.5","2.3"
"2082","WB",1992,1993,12,18,51.2,173,1.5,9.003,"38.5","0.3"
"2083","EB",1992,1993,12,18,3.4,106,1.6,6.625,"23.0","5.3"
"2084","WB",1992,1993,12,18,55,172,1.5,5.407,"38.5","-0.4"
"2085","EB",1992,1993,12,20,1.5,102,1.8,8.974,"22.9","5.0"
"2086","WB",1992,1993,12,20,55.6,164,1.3,7.162,"37.4","0.2"
"2087","EB",1992,1993,12,21,1.9,105,1.6,4.586,"22.8","5.2"
"2088","EB",1992,1993,12,21,2,105,1.5,4.586,"23.0","6.2"
"2089","WB",1992,1993,12,21,54.6,161,1.2,4.275,"37.1","-0.3"
"2090","WB",1992,1993,12,21,54.6,161,1.4,4.275,"37.1","-0.7"
"2091","EB",1992,1993,12,25,2.2,107,1.5,1.472,"24.0","4.5"
"2092","EB",1992,1993,12,27,2.3,107,1.4,1.274,"23.6","5.2"
"2093","EB",1993,1993,1,1,3.1,106,1.5,2.633,"23.2","4.5"
"2094","EB",1993,1993,1,3,3.2,108,1.4,0.906,"24.3","5.1"
"2095","EB",1993,1993,1,5,8,99,2.4,25.196,"23.0","2.8"
"2096","WB",1993,1993,1,5,52.3,155,1.8,20.723,"37.0","-5.5"
"2097","EB",1993,1993,1,8,4.4,102,1.5,3.142,"23.1","1.7"
"2098","WB",1993,1993,1,8,69.3,161,1.1,3.142,"39.4","-4.3"
"2099","EB",1993,1993,1,10,4.1,109,1.4,1.529,"23.5","4.4"
"2100","WB",1993,1993,1,10,62.4,158,1.1,1.699,"38.1","-3.0"
"2101","EB",1993,1993,1,12,3.8,106,1.4,1.104,"24.6","5.3"
